Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Segment,Country,City,State,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit,Year,Month,Month_Num
2351,CA-2017-109701,2017-12-02,2017-12-03,Same Day,AM-10360,Corporate,United States,Los Angeles,California,West,OFF-PA-10003724,Office Supplies,Paper,"Wirebound Message Book, 4 per Page",10.86,2,0.0,5.3214,2017,December,12
2352,CA-2017-109701,2017-12-02,2017-12-03,Same Day,AM-10360,Corporate,United States,Los Angeles,California,West,OFF-AP-10002765,Office Supplies,Appliances,Fellowes Advanced Computer Series Surge Protectors,79.47,3,0.0,22.2516,2017,December,12
2353,CA-2017-109701,2017-12-02,2017-12-03,Same Day,AM-10360,Corporate,United States,Los Angeles,California,West,OFF-AR-10001868,Office Supplies,Art,Prang Dustless Chalk Sticks,10.08,6,0.0,5.04,2017,December,12
2371,CA-2017-155152,2017-07-07,2017-07-09,Second Class,MP-17965,Corporate,United States,Warwick,Rhode Island,East,TEC-AC-10004353,Technology,Accessories,Hypercom P1300 Pinpad,252.0,4,0.0,93.24,2017,July,7
2372,CA-2016-159940,2016-07-07,2016-07-11,Second Class,BF-11020,Corporate,United States,Aurora,Illinois,Central,FUR-FU-10004973,Furniture,Furnishings,Flat Face Poster Frame,60.288,8,0.6,-27.1296,2016,July,7
2373,CA-2016-159940,2016-07-07,2016-07-11,Second Class,BF-11020,Corporate,United States,Aurora,Illinois,Central,OFF-FA-10000936,Office Supplies,Fasteners,Acco Hot Clips Clips to Go,2.632,1,0.2,0.8225,2016,July,7
2374,CA-2016-159940,2016-07-07,2016-07-11,Second Class,BF-11020,Corporate,United States,Aurora,Illinois,Central,OFF-PA-10001609,Office Supplies,Paper,Tops Wirebound Message Log Books,23.688,9,0.2,7.6986,2016,July,7
2375,CA-2016-159940,2016-07-07,2016-07-11,Second Class,BF-11020,Corporate,United States,Aurora,Illinois,Central,FUR-CH-10000785,Furniture,Chairs,Global Ergonomic Managers Chair,253.372,2,0.3,-14.4784,2016,July,7
2379,CA-2015-148628,2015-12-06,2015-12-11,Standard Class,KM-16375,Home Office,United States,Thousand Oaks,California,West,OFF-PA-10003883,Office Supplies,Paper,"Message Book, Phone, Wirebound Standard Line Memo, 2 3/4"" X 5""",32.75,5,0.0,15.065,2015,December,12
2380,CA-2016-118052,2016-05-06,2016-05-10,Standard Class,BE-11455,Home Office,United States,Lorain,Ohio,East,OFF-FA-10004248,Office Supplies,Fasteners,Advantus T-Pin Paper Clips,7.216,2,0.2,1.7138,2016,May,5
2381,CA-2016-118052,2016-05-06,2016-05-10,Standard Class,BE-11455,Home Office,United States,Lorain,Ohio,East,OFF-PA-10002581,Office Supplies,Paper,Xerox 1951,49.568,2,0.2,15.49,2016,May,5
2382,CA-2016-118052,2016-05-06,2016-05-10,Standard Class,BE-11455,Home Office,United States,Lorain,Ohio,East,FUR-FU-10004848,Furniture,Furnishings,DAX Solid Wood Frames,54.712,7,0.2,11.6263,2016,May,5
2390,US-2015-127040,2015-12-06,2015-12-10,Standard Class,SG-20605,Consumer,United States,New York City,New York,East,OFF-PA-10004255,Office Supplies,Paper,Xerox 219,6.48,1,0.0,3.1104,2015,December,12
2391,US-2015-127040,2015-12-06,2015-12-10,Standard Class,SG-20605,Consumer,United States,New York City,New York,East,OFF-PA-10001184,Office Supplies,Paper,Xerox 1903,41.86,7,0.0,20.5114,2015,December,12
2392,US-2015-127040,2015-12-06,2015-12-10,Standard Class,SG-20605,Consumer,United States,New York City,New York,East,TEC-AC-10002637,Technology,Accessories,Logitech VX Revolution Cordless Laser Mouse for Notebooks (Black),1619.91,9,0.0,97.1946,2015,December,12
2393,US-2015-127040,2015-12-06,2015-12-10,Standard Class,SG-20605,Consumer,United States,New York City,New York,East,FUR-FU-10002878,Furniture,Furnishings,"Seth Thomas 14"" Day/Date Wall Clock",113.92,4,0.0,42.1504,2015,December,12
2402,CA-2017-145877,2017-04-01,2017-04-04,Second Class,AS-10090,Consumer,United States,Springfield,Missouri,Central,OFF-ST-10000649,Office Supplies,Storage,Hanging Personal Folder File,94.2,6,0.0,23.55,2017,April,4
2403,CA-2017-145877,2017-04-01,2017-04-04,Second Class,AS-10090,Consumer,United States,Springfield,Missouri,Central,OFF-EN-10001990,Office Supplies,Envelopes,Staple envelope,28.4,5,0.0,13.348,2017,April,4
2405,CA-2017-108574,2017-10-07,2017-10-11,Standard Class,MG-18145,Consumer,United States,Los Angeles,California,West,TEC-AC-10002049,Technology,Accessories,Logitech G19 Programmable Gaming Keyboard,1115.91,9,0.0,200.8638,2017,October,10
2406,CA-2017-108574,2017-10-07,2017-10-11,Standard Class,MG-18145,Consumer,United States,Los Angeles,California,West,TEC-PH-10003555,Technology,Phones,Motorola HK250 Universal Bluetooth Headset,128.744,7,0.2,-28.9674,2017,October,10
2407,CA-2017-108574,2017-10-07,2017-10-11,Standard Class,MG-18145,Consumer,United States,Los Angeles,California,West,TEC-PH-10000702,Technology,Phones,"Square Credit Card Reader, 4 1/2"" x 4 1/2"" x 1"", White",79.92,10,0.2,26.973,2017,October,10
2411,CA-2014-162684,2014-08-01,2014-08-06,Standard Class,AS-10630,Home Office,United States,Philadelphia,Pennsylvania,East,OFF-FA-10000992,Office Supplies,Fasteners,"Acco Clips to Go Binder Clips, 24 Clips in Two Sizes",5.68,2,0.2,1.917,2014,August,8
2412,CA-2015-142041,2015-06-07,2015-06-09,Second Class,EM-13810,Corporate,United States,Los Angeles,California,West,OFF-BI-10004187,Office Supplies,Binders,3-ring staple pack,7.52,5,0.2,2.632,2015,June,6
2416,CA-2015-146087,2015-07-06,2015-07-11,Standard Class,PP-18955,Home Office,United States,Holyoke,Massachusetts,East,FUR-BO-10002824,Furniture,Bookcases,Bush Mission Pointe Library,301.96,2,0.0,60.392,2015,July,7
2437,CA-2017-140053,2017-07-03,2017-07-10,Standard Class,CA-12265,Consumer,United States,Farmington,New Mexico,West,FUR-FU-10003708,Furniture,Furnishings,"Tenex Traditional Chairmats for Medium Pile Carpet, Standard Lip, 36"" x 48""",545.85,9,0.0,114.6285,2017,July,7
2450,CA-2016-140207,2016-11-05,2016-11-10,Standard Class,CS-12400,Home Office,United States,San Jose,California,West,OFF-BI-10003963,Office Supplies,Binders,Cardinal Holdit Data Disk Pockets,29.12,5,0.2,9.828,2016,November,11
2463,CA-2017-148691,2017-12-03,2017-12-09,Standard Class,CS-12460,Consumer,United States,New York City,New York,East,OFF-BI-10001524,Office Supplies,Binders,GBC Premium Transparent Covers with Diagonal Lined Pattern,83.92,5,0.2,29.372,2017,December,12
2464,CA-2017-148691,2017-12-03,2017-12-09,Standard Class,CS-12460,Consumer,United States,New York City,New York,East,OFF-BI-10001553,Office Supplies,Binders,SpineVue Locking Slant-D Ring Binders by Cardinal,14.624,2,0.2,5.1184,2017,December,12
2465,CA-2017-148691,2017-12-03,2017-12-09,Standard Class,CS-12460,Consumer,United States,New York City,New York,East,TEC-PH-10000576,Technology,Phones,AT&T 1080 Corded phone,136.99,1,0.0,36.9873,2017,December,12
2466,CA-2017-148691,2017-12-03,2017-12-09,Standard Class,CS-12460,Consumer,United States,New York City,New York,East,OFF-LA-10001317,Office Supplies,Labels,Avery 520,3.15,1,0.0,1.512,2017,December,12
2467,CA-2017-128755,2017-05-04,2017-05-08,Standard Class,MK-18160,Consumer,United States,Newport News,Virginia,South,OFF-PA-10000726,Office Supplies,Paper,"Black Print Carbonless Snap-Off Rapid Letter, 8 1/2"" x 7""",9.11,1,0.0,4.0995,2017,May,5
2468,CA-2017-128755,2017-05-04,2017-05-08,Standard Class,MK-18160,Consumer,United States,Newport News,Virginia,South,OFF-ST-10003306,Office Supplies,Storage,Letter Size Cart,571.44,4,0.0,165.7176,2017,May,5
2469,CA-2017-128755,2017-05-04,2017-05-08,Standard Class,MK-18160,Consumer,United States,Newport News,Virginia,South,OFF-PA-10004983,Office Supplies,Paper,Xerox 23,32.4,5,0.0,15.552,2017,May,5
2470,CA-2017-128755,2017-05-04,2017-05-08,Standard Class,MK-18160,Consumer,United States,Newport News,Virginia,South,OFF-ST-10001291,Office Supplies,Storage,"Tenex Personal Self-Stacking Standard File Box, Black/Gray",16.91,1,0.0,4.5657,2017,May,5
2474,CA-2016-114972,2016-11-03,2016-11-06,First Class,PF-19225,Consumer,United States,Los Angeles,California,West,FUR-CH-10001190,Furniture,Chairs,Global Deluxe High-Back Office Chair in Storm,217.584,2,0.2,-29.9178,2016,November,11
2475,CA-2016-114972,2016-11-03,2016-11-06,First Class,PF-19225,Consumer,United States,Los Angeles,California,West,TEC-AC-10000682,Technology,Accessories,Kensington K72356US Mouse-in-a-Box USB Desktop Mouse,82.95,5,0.0,29.0325,2016,November,11
2476,CA-2016-114972,2016-11-03,2016-11-06,First Class,PF-19225,Consumer,United States,Los Angeles,California,West,OFF-LA-10004545,Office Supplies,Labels,Avery 50,87.71,7,0.0,41.2237,2016,November,11
2477,CA-2016-114972,2016-11-03,2016-11-06,First Class,PF-19225,Consumer,United States,Los Angeles,California,West,OFF-AP-10003057,Office Supplies,Appliances,Honeywell Enviracaire Portable HEPA Air Cleaner for 16' x 20' Room,1101.48,4,0.0,429.5772,2016,November,11
2478,CA-2017-102750,2017-09-04,2017-09-08,Second Class,GM-14695,Corporate,United States,Los Angeles,California,West,FUR-TA-10000198,Furniture,Tables,Chromcraft Bull-Nose Wood Oval Conference Tables & Bases,1322.352,3,0.2,-99.1764,2017,September,9
2487,CA-2015-104514,2015-01-02,2015-01-04,Second Class,CB-12535,Corporate,United States,Newark,Delaware,East,OFF-ST-10001837,Office Supplies,Storage,"SAFCO Mobile Desk Side File, Wire Frame",85.52,2,0.0,22.2352,2015,January,1
2488,CA-2015-104514,2015-01-02,2015-01-04,Second Class,CB-12535,Corporate,United States,Newark,Delaware,East,OFF-AR-10001473,Office Supplies,Art,Newell 313,9.84,3,0.0,2.6568,2015,January,1
2489,CA-2015-104514,2015-01-02,2015-01-04,Second Class,CB-12535,Corporate,United States,Newark,Delaware,East,OFF-PA-10004285,Office Supplies,Paper,Xerox 1959,20.04,3,0.0,9.6192,2015,January,1
2508,CA-2015-120397,2015-07-02,2015-07-02,Same Day,RB-19435,Consumer,United States,Houston,Texas,Central,OFF-AP-10001293,Office Supplies,Appliances,Belkin 8 Outlet Surge Protector,32.784,4,0.8,-85.2384,2015,July,7
2509,CA-2017-163902,2017-03-02,2017-03-08,Standard Class,MY-17380,Corporate,United States,Los Angeles,California,West,TEC-PH-10000675,Technology,Phones,Panasonic KX TS3282B Corded phone,196.776,3,0.2,14.7582,2017,March,3
2510,CA-2017-163902,2017-03-02,2017-03-08,Standard Class,MY-17380,Corporate,United States,Los Angeles,California,West,TEC-AC-10000580,Technology,Accessories,Logitech G13 Programmable Gameboard with LCD Display,479.94,6,0.0,52.7934,2017,March,3
2513,CA-2017-155089,2017-12-02,2017-12-06,Standard Class,DB-12910,Home Office,United States,Tampa,Florida,South,OFF-BI-10002429,Office Supplies,Binders,"Premier Elliptical Ring Binder, Black",45.66,5,0.7,-33.484,2017,December,12
2516,CA-2014-106572,2014-09-05,2014-09-10,Standard Class,NP-18700,Consumer,United States,Bowling Green,Ohio,East,OFF-ST-10000585,Office Supplies,Storage,Economy Rollaway Files,264.32,2,0.2,19.824,2014,September,9
2518,CA-2017-123134,2017-05-02,2017-05-07,Standard Class,DW-13585,Corporate,United States,Westfield,New Jersey,East,FUR-FU-10003975,Furniture,Furnishings,Eldon Advantage Chair Mats for Low to Medium Pile Carpets,129.93,3,0.0,12.993,2017,May,5
2525,CA-2015-124541,2015-04-06,2015-04-10,Standard Class,TT-21220,Consumer,United States,Houston,Texas,Central,OFF-AR-10004078,Office Supplies,Art,Newell 312,42.048,9,0.2,5.256,2015,April,4
2526,CA-2015-124541,2015-04-06,2015-04-10,Standard Class,TT-21220,Consumer,United States,Houston,Texas,Central,TEC-AC-10002550,Technology,Accessories,Maxell 4.7GB DVD-RW 3/Pack,25.488,2,0.2,4.4604,2015,April,4
2527,CA-2015-124541,2015-04-06,2015-04-10,Standard Class,TT-21220,Consumer,United States,Houston,Texas,Central,OFF-BI-10004965,Office Supplies,Binders,Ibico Covers for Plastic or Wire Binding Elements,6.9,3,0.8,-12.075,2015,April,4
2528,CA-2015-124541,2015-04-06,2015-04-10,Standard Class,TT-21220,Consumer,United States,Houston,Texas,Central,OFF-BI-10004209,Office Supplies,Binders,"Fellowes Twister Kit, Gray/Clear, 3/pkg",9.648,6,0.8,-16.884,2015,April,4
2529,CA-2015-124541,2015-04-06,2015-04-10,Standard Class,TT-21220,Consumer,United States,Houston,Texas,Central,OFF-PA-10001526,Office Supplies,Paper,Xerox 1949,7.968,2,0.2,2.8884,2015,April,4
2536,CA-2015-143238,2015-09-06,2015-09-08,First Class,LO-17170,Corporate,United States,La Quinta,California,West,TEC-AC-10003499,Technology,Accessories,Memorex Mini Travel Drive 8 GB USB 2.0 Flash Drive,46.32,4,0.0,18.0648,2015,September,9
2567,CA-2017-123967,2017-11-01,2017-11-03,Second Class,SF-20200,Consumer,United States,Bellingham,Washington,West,OFF-BI-10001308,Office Supplies,Binders,GBC Standard Plastic Binding Systems' Combs,25.12,5,0.2,7.85,2017,November,11
2568,CA-2017-123967,2017-11-01,2017-11-03,Second Class,SF-20200,Consumer,United States,Bellingham,Washington,West,FUR-TA-10003954,Furniture,Tables,Hon 94000 Series Round Tables,2665.62,9,0.0,239.9058,2017,November,11
2569,CA-2017-148929,2017-09-07,2017-09-11,Standard Class,SP-20620,Corporate,United States,New York City,New York,East,OFF-ST-10003282,Office Supplies,Storage,"Advantus 10-Drawer Portable Organizer, Chrome Metal Frame, Smoke Drawers",478.08,8,0.0,133.8624,2017,September,9
2586,CA-2015-121041,2015-11-03,2015-11-10,Standard Class,CS-12250,Corporate,United States,Haltom City,Texas,Central,OFF-EN-10001137,Office Supplies,Envelopes,"#10 Gummed Flap White Envelopes, 100/Box",6.608,2,0.2,2.1476,2015,November,11
2589,CA-2016-137729,2016-05-05,2016-05-09,Standard Class,BF-11005,Home Office,United States,Los Angeles,California,West,OFF-ST-10001505,Office Supplies,Storage,"Perma STOR-ALL Hanging File Box, 13 1/8""W x 12 1/4""D x 10 1/2""H",5.98,1,0.0,1.0166,2016,May,5
2590,CA-2016-137729,2016-05-05,2016-05-09,Standard Class,BF-11005,Home Office,United States,Los Angeles,California,West,TEC-PH-10001433,Technology,Phones,Cisco Small Business SPA 502G VoIP phone,246.168,3,0.2,21.5397,2016,May,5
2602,CA-2016-165848,2016-06-04,2016-06-04,Same Day,EN-13780,Consumer,United States,New York City,New York,East,OFF-PA-10000349,Office Supplies,Paper,Easy-staple paper,14.94,3,0.0,7.0218,2016,June,6
2603,CA-2016-165848,2016-06-04,2016-06-04,Same Day,EN-13780,Consumer,United States,New York City,New York,East,TEC-MA-10003356,Technology,Machines,Panasonic KX MC6040 Color Laser Multifunction Printer,1349.85,3,0.0,364.4595,2016,June,6
2604,CA-2016-165848,2016-06-04,2016-06-04,Same Day,EN-13780,Consumer,United States,New York City,New York,East,FUR-BO-10000362,Furniture,Bookcases,Sauder Inglewood Library Bookcases,136.784,1,0.2,5.1294,2016,June,6
2605,CA-2016-165848,2016-06-04,2016-06-04,Same Day,EN-13780,Consumer,United States,New York City,New York,East,FUR-FU-10003878,Furniture,Furnishings,"Linden 10"" Round Wall Clock, Black",61.12,4,0.0,20.7808,2016,June,6
2607,CA-2016-154053,2016-03-04,2016-03-10,Standard Class,MG-17890,Home Office,United States,San Diego,California,West,OFF-AR-10003727,Office Supplies,Art,Berol Giant Pencil Sharpener,16.99,1,0.0,4.9271,2016,March,3
2617,CA-2017-147942,2017-04-01,2017-04-05,Standard Class,MS-17365,Consumer,United States,San Francisco,California,West,OFF-LA-10003663,Office Supplies,Labels,Avery 498,5.78,2,0.0,2.7166,2017,April,4
2618,CA-2017-147942,2017-04-01,2017-04-05,Standard Class,MS-17365,Consumer,United States,San Francisco,California,West,OFF-BI-10001294,Office Supplies,Binders,Fellowes Binding Cases,121.68,13,0.2,38.025,2017,April,4
2623,CA-2014-164861,2014-12-03,2014-12-06,Second Class,MC-17635,Corporate,United States,Saint Louis,Missouri,Central,OFF-PA-10001972,Office Supplies,Paper,Xerox 214,25.92,4,0.0,12.4416,2014,December,12
2635,CA-2015-116750,2015-07-05,2015-07-10,Second Class,BF-10975,Corporate,United States,Fayetteville,North Carolina,South,FUR-FU-10003829,Furniture,Furnishings,Stackable Trays,4.928,2,0.2,0.7392,2015,July,7
2636,CA-2015-116750,2015-07-05,2015-07-10,Second Class,BF-10975,Corporate,United States,Fayetteville,North Carolina,South,OFF-BI-10004728,Office Supplies,Binders,Wilson Jones Turn Tabs Binder Tool for Ring Binders,7.23,5,0.7,-5.784,2015,July,7
2646,CA-2014-131002,2014-09-07,2014-09-12,Second Class,TB-21400,Consumer,United States,Tulsa,Oklahoma,Central,FUR-FU-10004270,Furniture,Furnishings,"Executive Impressions 13"" Clairmont Wall Clock",57.69,3,0.0,23.6529,2014,September,9
2647,CA-2014-131002,2014-09-07,2014-09-12,Second Class,TB-21400,Consumer,United States,Tulsa,Oklahoma,Central,OFF-BI-10000948,Office Supplies,Binders,"GBC Laser Imprintable Binding System Covers, Desert Sand",42.81,3,0.0,20.1207,2014,September,9
2648,CA-2014-131002,2014-09-07,2014-09-12,Second Class,TB-21400,Consumer,United States,Tulsa,Oklahoma,Central,OFF-PA-10000223,Office Supplies,Paper,Xerox 2000,12.96,2,0.0,6.2208,2014,September,9
2649,CA-2014-131002,2014-09-07,2014-09-12,Second Class,TB-21400,Consumer,United States,Tulsa,Oklahoma,Central,FUR-FU-10004665,Furniture,Furnishings,"3M Polarizing Task Lamp with Clamp Arm, Light Gray",821.88,6,0.0,213.6888,2014,September,9
2650,CA-2014-131002,2014-09-07,2014-09-12,Second Class,TB-21400,Consumer,United States,Tulsa,Oklahoma,Central,TEC-PH-10000215,Technology,Phones,Plantronics Cordless Phone Headset with In-line Volume - M214C,104.85,3,0.0,28.3095,2014,September,9
2664,CA-2016-164784,2016-05-01,2016-05-04,First Class,HF-14995,Consumer,United States,Memphis,Tennessee,South,OFF-LA-10001569,Office Supplies,Labels,Avery 499,3.984,1,0.2,1.2948,2016,May,5
2665,CA-2016-164784,2016-05-01,2016-05-04,First Class,HF-14995,Consumer,United States,Memphis,Tennessee,South,FUR-TA-10004534,Furniture,Tables,Bevis 44 x 96 Conference Tables,370.62,3,0.4,-142.071,2016,May,5
2666,CA-2016-164784,2016-05-01,2016-05-04,First Class,HF-14995,Consumer,United States,Memphis,Tennessee,South,OFF-BI-10002954,Office Supplies,Binders,Newell 3-Hole Punched Plastic Slotted Magazine Holders for Binders,2.742,2,0.7,-2.0108,2016,May,5
2667,CA-2016-111794,2016-10-01,2016-10-01,Same Day,HG-15025,Consumer,United States,Amarillo,Texas,Central,TEC-AC-10003832,Technology,Accessories,Imation 16GB Mini TravelDrive USB 2.0 Flash Drive,79.512,3,0.2,20.8719,2016,October,10
2668,CA-2016-111794,2016-10-01,2016-10-01,Same Day,HG-15025,Consumer,United States,Amarillo,Texas,Central,OFF-PA-10000474,Office Supplies,Paper,Easy-staple paper,28.352,1,0.2,9.5688,2016,October,10
2671,CA-2014-126403,2014-09-09,2014-09-12,Second Class,RR-19525,Corporate,United States,Lowell,Massachusetts,East,OFF-PA-10001144,Office Supplies,Paper,Xerox 1913,166.44,3,0.0,79.8912,2014,September,9
2672,CA-2014-126403,2014-09-09,2014-09-12,Second Class,RR-19525,Corporate,United States,Lowell,Massachusetts,East,FUR-CH-10003761,Furniture,Chairs,Global Italian Leather Office Chair,785.88,6,0.0,212.1876,2014,September,9
2673,CA-2014-126403,2014-09-09,2014-09-12,Second Class,RR-19525,Corporate,United States,Lowell,Massachusetts,East,OFF-PA-10004665,Office Supplies,Paper,Advantus Motivational Note Cards,26.2,2,0.0,12.838,2014,September,9
2674,CA-2014-126403,2014-09-09,2014-09-12,Second Class,RR-19525,Corporate,United States,Lowell,Massachusetts,East,OFF-ST-10000078,Office Supplies,Storage,Tennsco 6- and 18-Compartment Lockers,1325.85,5,0.0,238.653,2014,September,9
2675,CA-2017-136875,2017-12-03,2017-12-03,Same Day,TC-21295,Consumer,United States,San Diego,California,West,OFF-PA-10000357,Office Supplies,Paper,Xerox 1888,166.44,3,0.0,79.8912,2017,December,12
2686,CA-2016-133123,2016-09-06,2016-09-11,Standard Class,KB-16315,Consumer,United States,Thomasville,North Carolina,South,OFF-EN-10003055,Office Supplies,Envelopes,"Blue String-Tie & Button Interoffice Envelopes, 10 x 13",95.952,3,0.2,29.985,2016,September,9
2687,CA-2016-133123,2016-09-06,2016-09-11,Standard Class,KB-16315,Consumer,United States,Thomasville,North Carolina,South,OFF-BI-10001031,Office Supplies,Binders,Pressboard Data Binders by Wilson Jones,3.204,2,0.7,-2.4564,2016,September,9
2688,US-2016-128195,2016-08-04,2016-08-05,First Class,RA-19285,Consumer,United States,Peoria,Illinois,Central,OFF-BI-10002003,Office Supplies,Binders,Ibico Presentation Index for Binding Systems,3.98,5,0.8,-6.567,2016,August,8
2691,CA-2017-156412,2017-12-04,2017-12-08,Standard Class,CM-12160,Consumer,United States,Philadelphia,Pennsylvania,East,OFF-BI-10004364,Office Supplies,Binders,Storex Dura Pro Binders,5.346,3,0.7,-4.455,2017,December,12
2696,CA-2016-161662,2016-02-07,2016-02-09,First Class,BE-11410,Consumer,United States,Lancaster,Ohio,East,OFF-PA-10003465,Office Supplies,Paper,Xerox 1912,30.352,2,0.2,10.6232,2016,February,2
2712,CA-2017-132430,2017-10-09,2017-10-11,First Class,CP-12085,Corporate,United States,Lakewood,Ohio,East,FUR-FU-10003577,Furniture,Furnishings,Nu-Dell Leatherette Frames,45.888,4,0.2,9.1776,2017,October,10
2715,CA-2015-103723,2015-12-01,2015-12-06,Standard Class,BT-11305,Home Office,United States,Seattle,Washington,West,OFF-AR-10003251,Office Supplies,Art,Prang Drawing Pencil Set,13.9,5,0.0,5.56,2015,December,12
2716,CA-2014-127187,2014-12-04,2014-12-08,Standard Class,CP-12085,Corporate,United States,New York City,New York,East,TEC-PH-10000673,Technology,Phones,Plantronics Voyager Pro HD - Bluetooth Headset,129.98,2,0.0,62.3904,2014,December,12
2720,CA-2014-110030,2014-12-06,2014-12-08,Second Class,LF-17185,Consumer,United States,Houston,Texas,Central,FUR-FU-10002759,Furniture,Furnishings,12-1/2 Diameter Round Wall Clock,23.976,3,0.6,-14.3856,2014,December,12
2721,CA-2014-121286,2014-11-04,2014-11-08,Second Class,ON-18715,Corporate,United States,Cary,North Carolina,South,OFF-FA-10000585,Office Supplies,Fasteners,OIC Bulk Pack Metal Binder Clips,8.376,3,0.2,2.7222,2014,November,11
2722,CA-2014-121286,2014-11-04,2014-11-08,Second Class,ON-18715,Corporate,United States,Cary,North Carolina,South,OFF-AP-10004859,Office Supplies,Appliances,Acco 6 Outlet Guardian Premium Surge Suppressor,58.24,5,0.2,5.096,2014,November,11
2724,CA-2014-153479,2014-10-04,2014-10-08,Standard Class,DF-13135,Consumer,United States,Vallejo,California,West,OFF-LA-10004689,Office Supplies,Labels,Avery 512,14.45,5,0.0,6.7915,2014,October,10
2725,CA-2014-153479,2014-10-04,2014-10-08,Standard Class,DF-13135,Consumer,United States,Vallejo,California,West,OFF-BI-10002867,Office Supplies,Binders,GBC Recycled Regency Composition Covers,95.648,2,0.2,31.0856,2014,October,10
2733,CA-2014-107594,2014-07-02,2014-07-06,Standard Class,EH-13945,Consumer,United States,Plainfield,New Jersey,East,TEC-PH-10002923,Technology,Phones,"Logitech B530 USB Headset - headset - Full size, Binaural",73.98,2,0.0,19.9746,2014,July,7
2734,CA-2014-107594,2014-07-02,2014-07-06,Standard Class,EH-13945,Consumer,United States,Plainfield,New Jersey,East,OFF-AR-10000716,Office Supplies,Art,DIXON Ticonderoga Erasable Checking Pencils,5.58,1,0.0,2.1762,2014,July,7
2743,CA-2014-149244,2014-11-04,2014-11-08,Standard Class,MS-17530,Consumer,United States,San Diego,California,West,FUR-FU-10004671,Furniture,Furnishings,"Executive Impressions 12"" Wall Clock",35.34,2,0.0,13.4292,2014,November,11
2746,CA-2017-163321,2017-08-07,2017-08-11,Second Class,FM-14380,Consumer,United States,Jacksonville,North Carolina,South,TEC-AC-10004571,Technology,Accessories,Logitech G700s Rechargeable Gaming Mouse,79.992,1,0.2,21.9978,2017,August,8
2749,CA-2015-110247,2015-12-04,2015-12-08,Standard Class,RH-19555,Consumer,United States,Tallahassee,Florida,South,OFF-BI-10001553,Office Supplies,Binders,SpineVue Locking Slant-D Ring Binders by Cardinal,8.226,3,0.7,-6.0324,2015,December,12
2751,CA-2014-154669,2014-08-08,2014-08-11,Second Class,TM-21010,Consumer,United States,Vacaville,California,West,OFF-ST-10000532,Office Supplies,Storage,Advantus Rolling Drawer Organizers,423.28,11,0.0,110.0528,2014,August,8
2769,US-2015-122140,2015-04-02,2015-04-07,Standard Class,MO-17950,Consumer,United States,Dallas,Texas,Central,OFF-AP-10001242,Office Supplies,Appliances,APC 7 Outlet Network SurgeArrest Surge Protector,32.192,2,0.8,-80.48,2015,April,4
2770,US-2015-122140,2015-04-02,2015-04-07,Standard Class,MO-17950,Consumer,United States,Dallas,Texas,Central,TEC-AC-10003038,Technology,Accessories,Kingston Digital DataTraveler 16GB USB 2.0,50.12,7,0.2,-0.6265,2015,April,4
2771,US-2015-122140,2015-04-02,2015-04-07,Standard Class,MO-17950,Consumer,United States,Dallas,Texas,Central,TEC-AC-10003289,Technology,Accessories,Anker Ultra-Slim Mini Bluetooth 3.0 Wireless Keyboard,47.976,3,0.2,1.7991,2015,April,4
2772,CA-2016-163986,2016-09-03,2016-09-10,Standard Class,JJ-15445,Consumer,United States,Waukesha,Wisconsin,Central,OFF-ST-10000918,Office Supplies,Storage,Crate-A-Files,54.5,5,0.0,14.17,2016,September,9
2773,CA-2017-158967,2017-12-10,2017-12-12,First Class,BT-11680,Consumer,United States,Fort Lauderdale,Florida,South,FUR-FU-10001940,Furniture,Furnishings,Staple-based wall hangings,19.104,3,0.2,5.7312,2017,December,12
2781,CA-2017-167668,2017-05-06,2017-05-08,First Class,TC-21295,Consumer,United States,New York City,New York,East,OFF-LA-10004544,Office Supplies,Labels,Avery 505,59.2,4,0.0,29.6,2017,May,5
2784,US-2016-106677,2016-11-05,2016-11-10,Standard Class,AS-10285,Corporate,United States,Philadelphia,Pennsylvania,East,TEC-PH-10003187,Technology,Phones,Anker Astro Mini 3000mAh Ultra-Compact Portable Charger,23.988,2,0.4,-15.992,2016,November,11
2788,US-2014-117744,2014-12-02,2014-12-06,Standard Class,MD-17860,Corporate,United States,Corpus Christi,Texas,Central,FUR-FU-10001588,Furniture,Furnishings,"Deflect-o SuperTray Unbreakable Stackable Tray, Letter, Black",58.36,5,0.6,-24.803,2014,December,12
2789,US-2014-117744,2014-12-02,2014-12-06,Standard Class,MD-17860,Corporate,United States,Corpus Christi,Texas,Central,OFF-AR-10000940,Office Supplies,Art,Newell 343,16.464,7,0.2,1.4406,2014,December,12
2790,US-2014-117744,2014-12-02,2014-12-06,Standard Class,MD-17860,Corporate,United States,Corpus Christi,Texas,Central,FUR-FU-10002759,Furniture,Furnishings,12-1/2 Diameter Round Wall Clock,39.96,5,0.6,-23.976,2014,December,12
2802,US-2015-110163,2015-11-01,2015-11-04,First Class,GA-14725,Consumer,United States,Salem,Oregon,West,OFF-AR-10001683,Office Supplies,Art,Lumber Crayons,7.88,1,0.2,1.773,2015,November,11
